time,amp_8k,amp16k,amp32k,amp64k,amp128k,phase8k,phase16k,phase32k,phase64k,phase128k
1487957161,1.635884,1.639653,1.771157,1.870041,1.210951,0,-0.785,-0.785,0.785,0
1487957202,1.491887,1.74065,1.714686,1.746969,1.209708,-0.785,-0.785,0,0,0
1487957213,1.591934,1.665852,1.773564,1.74856,1.265632,-0.785,0,-0.785,0,0.785
1487957246,1.578834,1.708059,1.894207,1.730121,1.280604,-0.785,0,-0.785,-0.785,0.785
,1.57463475,1.6885535,1.7884035,1.77392275,1.24172375,,,,,
